review,sentiment
"I found this movie really hard to sit through, my attention kept wandering off the tv. As far as romantic movies go..this one is the worst I've seen. Don't bother with it.",negative
"This movie is... horrible and wonderful at the same time. I first saw it when I was about 13 or 14 years old, so it has a great deal of nostalgic value for me. In this movie, Cesar Romero actually plays the character of Octavio, the man who ""discovered"" Santana. There are also two other actors, Monte Markham (plays Sam, who is trying to save his daughter) and Peter Mark Richman (plays the priest), who have large filmographies, and these are the only performances that are okay. The rest of the acting and the movie itself have all of the B-film qualities that some of us cherish.<br /><br />I recently spent 2 years trying to acquire a copy of this movie, and it is almost nonexistent. I am assuming that it was discontinued very shortly after its release. But I did eventually find a copy and paid a pretty penny to acquire it. If you happen to come upon Judgement Day in a video store (unmistakeable with a cheesy green ""satan"" on the cover), count yourself among the blessed who live near one of the few video stores that still has a working copy. A must see for those of you who like to laugh at cheesy attempts at a scary movie.",negative
"I was a little to old for this show I was 6 when it first came out. First off when I was a young child there were a few children's shows that were on sesame street which I did watch and learned from, but other than that there wasn't much else. My Cousins were all born a few years after me 7 years was the first one more came latter. Barney was a very big part of what they watched. When I first saw this show I told my grandmother how it doesn't teach anything just uses magic to fix everything. I was 9 at the time, how many 9 years old have any idea what is really going on with a TV show. More and more that I saw or heard what the teachings of Barney were the more and more I told people how bad the show was. The funny thing is my parents who had a young child in the mid to late 80's which was me by the way. They agreed and said the same thing as I did. The sad thing about this is my cousins who are older now 13 and such still agree with what they saw. Its not cheating its creative, its not right to think differently than what someone tells you to. Its o.k to steal if the person wont find out or mind that it is gone. Lets be honest with ourselves, Barney is out to make money not teach children anything. The more flashy the program the more inclined children will be to watching it. Children are stupid not because they are not educated they just do not know any better, second Barney put on a show and parents bought it. I never believed that TV could affect people the way Barney does. If you have a young child read to them watch a show that teaches them numbers, do not let them get involved in this show. Barney is like smoking once is to much, smoke a few and your hooked let your kid watch this show they are hooked and one day their kids will watch the same crap and buy the same crap you bought",negative
"An Insomniac's Nightmare is the story of a man's plunge into insanity. Having chronic Insomnia, Jack is plagued by hallucinations; causing him to try and determine what is real and what isn't.<br /><br />We find out interesting things about Jack near the end, and think that by the time the movie is over we will have a ""happily ever after"" Hollywood ending. Wrong. This is New York City, the place where nobody sleeps.<br /><br />Tess Nanavati (Writer and Director) has herself a good film in 'An Insomniac's Nightmare'. A talented filmmaker and writer (she made this film right after her High School Graduation), she has real potential and will be one to watch in the upcoming future.<br /><br />As I watched this short film I was constantly uncomfortable; between the music, bleak scenery, and realistic portrayal of an insomniac by Dominic Monaghan (as Jack), I desperately wanted to turn this off at times just to escape from it.",positive
"Before Stan Laurel became the smaller half of the all-time greatest comedy team, he laboured under contract to Broncho Billy Anderson in a series of cheapies, many of which were parodies of major Hollywood features. Most of Laurel's 'parody' films are only mildly funny, and even less funny for modern audiences who haven't seen the original movie which Laurel is parodying. Fortunately, 'Mud and Sand' lampoons a movie which is still well known: 'Blood and Sand', starring Rudolph Valentino. 'Blood and Sand' was released only nine weeks before this parody, giving you some idea of how quickly Broncho Billy's movies were ground out, edited and distributed.<br /><br />Various sources (including IMDb) state that Stan Laurel's character in this film is named Rhubarb Vaselino, with a final 'o'. I've screened a print of 'Mud and Sand' with the original titles (in Hobo type font), so I report that Laurel's role is actually cried Rhubarb Vaseline, with an 'e'. But I agree that 'Vaselino' is funnier. Laurel copies the elaborate sideburns which Valentino wore in 'Blood and Sand' (he should've made them longer!), and there's a parody of Valentino's dressing scene from that movie, which made female movie-goers swoon in 1922. A señorita named Carmen in the original film is parodied here as Caramel (a girl I'd like to sink my teeth into).<br /><br />This movie (like the original) apparently takes place in Spain, yet there's a Prohibition gag. Laurel uses a distinctive hat-tipping gesture here which could have become a trademark for him (like Hardy's distinctive necktie twiddle), but I've never spotted it in any other Laurel film. There's some amusing dialogue: Rhubarb Vaseline tells the other matadors to 'Save a bull for me.' When Vaseline becomes a successful toreador, a lackey tells him 'The bull is without, sir' ... which is funny, but I was disappointed that Laurel didn't reply 'Without WHAT?'.<br /><br />There's one funny moment here which almost certainly wasn't planned, when Vaseline shows up for the bullfighter auditions. Laurel swaggers into the bullring, and -- before you can say 'corrida querida' -- he tosses a bull over the fence, where it lands with a thump near the other auditioners. The bull is obviously a fake, but the gag is funny anyway ... and, aye, there's a title card with a joke about 'throwing the bull'. The serendipitous moment occurs when Laurel repeats the gag, and Vaseline slings a second bull over the fence. This one lands on its butt, and balances upright for just an instant before toppling. VERY funny! If somebody planned that gag in this quickie comedy, I salute the unknown gagsmith ... and the tech man who rigged the bull to land in that position. More likely it happened by luck, and the director and editor were smart enough to keep it in.<br /><br />During the silent era, whenever Hollywood made a big-budget feature film which was set anyplace where the people don't speak English, it was a common cinematic device to show a piece of text or an inscription in the local lingo, then dissolve to a shot of the same text in English. I was surprised that this low-budget comedy spent the money to copy that device here: we see a notice-board outside the corrida with a message in Spanish, then it dissolves to the same text in English. Unfortunately, the photography in this cheapo movie is so dark that the effect is wasted.<br /><br />The actresses in this movie are attractive ... including Broncho Billy's wife Leona Anderson and Stan Laurel's common-law wife Mae Dahlberg; the latter briefly does a pretty dance. (Mae had danced in Stan's vaudeville act.) I was surprised to spot Charlie Chaplin's half-brother Wheeler Dryden in a brief role, since Chaplin had nothing to do with this movie. In 'Mud and Sand', Laurel gives a funny performance that's quite unlike his later familiar Stanley character ... but this film is much less funny than his brilliant work with Oliver Hardy. My rating: just 3 out of 10. TRIVIA NOTE: Twenty-three years later, in Stan Laurel's very last American film -- 'The Bullfighters' (1945) -- he again played a Spanish bullfighter (with his Spanish voice post-dubbed). Coincidentally, that film used stock footage from 'Blood and Sand': not Valentino's movie, but the Tyrone Power remake. 'Mud and Sand' is funnier than 'The Bullfighters', but not much.",negative
"I watched this last night for the first time in 40 years. It's bad. Really bad. But it has enough hilariously awful moments, that it's worth watching. First of all, was it deliberate to make the boy being babysat completely effeminate? He even says to Costello a la Mae West ""you fascinate me!"" as Costello does a double take. God only knows what would have have happened if the babysitter had been a hunk. THIS kid would have seduced him in a heartbeat! Then there's the principal male dancer. He is totally inept. Roar with laughter as he leaps and prances with no talent whatsoever over the giant's grave during He Never Looked Better in His Life. The two romantic leads are zeros, wastes. Abbott gets to sing one line and that was dubbed in by another singer. Geez, I guess he couldn't even carry a tune! Costello does manage to be charming in his I Fear Nothing number, and I guess very small children might like it, but there's not much to recommend it. But oh that seductive effeminate boy! THAT aspect alone blew me away! Plus the fact the family accepted anyone off the street with no references to babysit a child! Today, little femmy boy would be taken away from them!",negative
"Uzak (2002), a Turkish film shown in the U.S. as ""Distant,""<br /><br />was directed, produced, written, and filmed by Nuri Bilge<br /><br />Ceylan.<br /><br />This movie is a gritty and somber version of the clash between a ""city mouse,"" Mahmut, played by Muzaffer Özdemir, and a ""country mouse,"" Yusuf, played by Emin Toprak. <br /><br />Both men are superb actors, and the plot allows them to demonstrate their acting skill. (Tragically, Emin Toprak died in an automobile accident shortly after the movie was completed.)<br /><br />In most country cousin/city cousin tales, the contrast between rural and urban life styles is portrayed in a humorous fashion. In this film, there's little humor or even warmth. Both men<br /><br />have lost touch with human society. Mahmut 's work as a<br /><br />commercial photographer for a tile company gives him no satisfaction. He has divorced a woman he clearly<br /><br />still loves, and has no satisfying human relationships.<br /><br />Mahmut has lost his job because of a factory closing in his small town, and doesn't have the skills or the energy to find work in the city. His human interactions are primarily confined to silent observations of the other people who cross his path. He's clearly a warm and caring person, but can't express these qualities in an urban environment.<br /><br />The cousins don't relate well to the world, and they don't relate well to each other. Neither makes an effort to act in a way that would provide an opportunity for bonding or closeness. <br /><br />In a sense, this film portrays an opportunity wasted. <br /><br />Conceivably, each cousin could have provided at least part of what was lacking in the other's life. Instead, they steer parallel unhappy courses. The two men are distant throughout, which is a situation suggested by the film's title.<br /><br />One of my friends mentioned the masterful way in which Ceylan builds detail upon detail. These details ultimately tell us more about the characters than we might have learned by simple exposition.<br /><br />Uzak was shown as part of the Rochester Labor Film series. It's not a ""labor film"" in the traditional sense of that genre. It is a labor film because it demonstrates the harmful effects of unsatisfying work (Mahmut) and unemployment (Yusuf).<br /><br />This is a quiet, absorbing, dark film. Although it doesn't make for happy viewing, I walked out of the<br /><br />theater realizing that I had seen a truly creative and<br /><br />important movie. This film is worth finding and seeing!",positive
"An unexpected pleasure as I had heard nothing about this film.<br /><br />Shameful since it warrants having a wider audience.<br /><br />A wonderfully humane story with a social message gently told, although admittedly predictable in its resolution. Solidly acted by the principals. Beautifully photographed with muted colors floating against grey that captures the nostalgic tone of the film.<br /><br />My recent foray into Chinese film (Shower, The Road Home, Not One Less) has been an exciting one that I hope to continue exploring. China and its people is an amazing canvas for film-makers. ""The King of Masks"" can be highly recommended as a starting point for anyone similarly interested in recent Chinese film.<br /><br />",positive
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",positive
"When I was 11, Grease 2 was like crack. It was a classless, shameful, euphoric, and powerfully addictive experience. My sister and I would watch it, rewind it, and watch it over again and again and again until we passed out or became too confused and hostile to stand one another. So, if you are an 11-year old girl, and you reviewed this film as ""brilliant"" or ""fun"" or ""better than the original Grease,"" you have your fledgling adolescent hormones to blame and you can rest assured that this unyielding fixation with utter rubbish will pass.<br /><br />If, however, you are not a little girl, you have absolutely no excuse to suggest that Grease 2 was anything but an inane, artless, slipshod embarrassment for all who participated in its production, distribution, and/or consumption.<br /><br />For the sake of criticism, I will dignify the film now by explaining why it blows <br /><br />1. In a well-executed musical, the songs should advance the narrative or develop the characters. In Grease 2, with a few debatable exceptions, to the music is obscenely pointless. Most of the songs appear to relate gimped innuendo about sex in an excessive and general way (""Score Tonight,"" ""Reproduction,"" ""Do It For Our Country,"" and ""Prowlin'"") without making one concrete statement about any of the film's characters or themes. Plus, all of the music is uncomfortably stupid and no one in the cast demonstrates even the crudest semblance of an ability to sing or dance.<br /><br />2. The T-birds should be badass, and if not at least somewhat likable, but instead each of them is an annoying wussy-dufus-loser. In the end, when Johnny Nogerelli offers Michael the sacred T-bird jacket and initiates him into the gang, Michael should kick it to the ground, spit on it, and duck away to fervently scrub any part of his body that was touched by it. But of course, he accepts it as if it is gold because despite the fact that they are a bunch of bumbling meatheads, there is no greater honor than to be one with the T-birds. <br /><br />3. Since Michael is beautiful, smart, kind, resourceful, and above average in everyway (his musical impotence notwithstanding), it is feasible that Stephanie would ultimately embrace him when he reveals himself to be the man behind the mask. Stephanie, on the other hand, is a slovenly, slack-jawed, bubble gum smacking, dirty sweatshirt wearing, gracelessly rude and trashy dingbat. So aside from being pretty (I guess), she harbors no likable characteristics, thus, audiences are given no justification whatsoever for the depth of Michael's attraction to her.<br /><br />I could go on and on, but I didn't want to mention the gross inferiority to its predecessor since there are apparently so many cranks out there who seem to feel that such a comparison is unfair. I will say this though, to those of you who think you want to revisit this mess for old time's sake: Grease 2 is an experience akin to re-living your first kiss. Only you are 32 now and kissing a snot-nosed 13-year old kid with acne and slobby braces. The magic is gone and you are left feeling dirty and disturbed. Trust me.",negative
"After searching for 6 months, I finally found this DVD. All I can say is it was damn well worth the wait! ""Rush in Rio"" may very well be the greatest rock DVD in existence. I'm not joking. It's incredible! All the fuss about the sound being crappy is true, however it doesn't make the concert unwatchable. I find it makes you feel like you're actually in Rio watching the concert from the audience. That's one of the reasons I love this DVD. It makes you feel like you're actually there. Also, Geddy, Alex and Neil have never been in better form! Geddy's vocals are flawless, Alex's guitar playing is still incredible, and Neil - absolutely no words to say. The camera work on this concert was very good I must say. They gave us a good look at everything that was going on on-stage, and in the audience. Kudos to the cameramen! Anyways, enough of my raving! Go watch ""Rush in Rio"" for yourself. You will be amazed. I guarantee it.<br /><br />10/10",positive
This is a good example a film that in spite of the low rating is more than worth watching. The story is engaging and it doesn't take long before the chemistry between Nicole Kidman and Ben Chaplin grabs your attention. The acting is first class and the characters are represented well. Sometimes it feels like the director couldn't decide himself between drama and romantic comedy. Ben Chiller's portrayal of the law abiding and shy Englishman with porn S.M. magazines hidden in the bedroom creates plenty of moments for laughs! As does the look in Nicole Kidman's eyes when she is offering John his first taste of intimacy in a long time... Other times the actors and especially Nicole Kidman give this comedy quite expertly a dramatic slant.,positive
"Skip McCoy is a three time loser pick pocket, unable to curb his instincts back on the street, he picks the purse of Candy on a subway train. What he doesn't realise is that Candy is carrying top secret microfilm, microfilm that is of high interest to many many organisations.<br /><br />Director Samuel Fuller has crafted an exceptional drama set amongst the seedy underworld of New York City. Communist spies and shady government operatives all blend together to make Pickup On South Street a riveting viewing from first minute to the last. Based around a Dwight Taylor story called Blaze Of Glory, Fuller enthused this adaptation with heavy set political agenda, something that many at the time felt was over done, but to only focus on its anti communist leanings is doing it a big disservice.<br /><br />Digging a little deeper and you find characters as intriguing as any that Fuller has directed, the main protagonist for one is the hero of the piece, a crook and a shallow human being, his heroics are not born out of love for his country, they are born out of his sheer stubborn streak. It's quite an achievement that Fuller has crafted one of the best anti heroes of the 50s, and i'm sure he was most grateful to the performance of Richard Widmark as McCoy, all grin and icy cold heart, his interplay with the wonderful Jean Peters as Candy is excellent, and is the films heart. However it is the Oscar nominated Thelma Ritter who takes the acting honours, her Moe is strong and as seedy as the surrounding characters, but there is a tired warmth to her that Ritter conveys majestically.<br /><br />It's a B movie in texture but an A film in execution, Pickup On South Street is a real classy and entertaining film that is the best of its most intriguing director. 9/10",positive
"(Caution: several spoilers)<br /><br />Someday, somewhere, there's going to be a post-apocalyptic movie made that doesn't stink. Unfortunately, THE POSTMAN is not that movie, though I have to give it credit for trying.<br /><br />Kevin Costner plays somebody credited only as ""the Postman."" He's not actually a postman, just a wanderer with a mule in the wasteland of a western America devastated by some unspecified catastrophe. He trades with isolated villages by performing Shakespeare. Suddenly a pack of bandits called the Holnists, the self-declared warlords of the West, descend upon a village that Costner's visiting, and their evil leader Gen. Bethlehem (Will Patton) drafts Costner. After much misery and numerous efforts to break Costner's spirit, he escapes, thus ending a lengthy section of the movie that could have been told better in a three-minute flashback.<br /><br />We now finally get to the major premise: the escaped Costner finds an abandoned mail truck and delivers the letters to the nearest town, hoping to get some food under pretense of being a postman. A number of the village people led by young Ford (Larenz Tate) want to get in on this postman act, which does not sit well with Bethlehem and his bandits, and Costner finds himself the unwitting and unwilling leader of a band of postmen at war with the Holnists.<br /><br />The idea of The Postmen versus The Bad Guys is not as ridiculous as it sounds. The Holnists depend for their livelihood on the fact that the villages they prey on are isolated from one another; the Holnists can destroy any one village, but could not stand against all their victims united. To unite, the villages must communicate with one another, and a working mail system would thus be a big step toward putting the Holnists out of business. So it really makes a lot of sense that Bethlehem would get medieval on our heroic mail carriers. Unfortunately, Bethlehem's eventual defeat is not the result of the villages uniting against him, but instead your old standby cliche, the one-on-one brawl between him and Costner. Nor is there even any real attempt by the communities to use the mail to work together to solve their problems; all the mail seems to be the standard ""Hi, Aunt Debbie"" stuff played for maximum sentimental value.<br /><br />THE POSTMAN is one of the most predictable movies, shot for shot, that I have ever seen. Now, I don't purposely try to ruin movies for myself by straining to figure out what's going to happen next. But here we're talking about the kind of predictability that requires no effort; I just knew what was going to happen next whether or not I wanted to know. After a lion is prominently showcased eating people, a Holnist bandit seeking the escaped Costner ventures into the bushes after a noise, and we are then ""shocked"" when the lion eats him. A bunch of unoffending villagers are rounded up and shot by a firing squad, and one of the villagers sings out some Famous Last Words right before being shot, to my immense lack of surprise. A covered statue is unveiled to show exactly what everyone knew was going to be there: Costner bending to pick up a letter from a cutesy kid we saw earlier in the movie. A man tells Bethlehem that no sir, you can't just take my wife; Bethlehem runs the unsuspecting sod through, though he is the only person in the theater who is unsuspecting.<br /><br />But it is rank, cloying sentimentality that really undoes THE POSTMAN. Olivia Williams, playing Costner's lover Abby, is worst served. She pours her heart into the material and gives her very best effort to make it sound natural and sincere. She tries so hard, it's heart-breaking. But nobody could ever have made the lines ""I have a gift for you, Postman . . . You give out hope like it's candy in your pocket"" sound like anything but the syrupy pap that they are. Another example is the scene where a mounted Costner thunders past a little boy, ignoring his proffered letter, only to turn around, stare at him for what seems like five minutes, and then thunder back to pick up the letter. Why didn't Costner just pick it up the first time? No real reason; it's just an artifice that tries and fails to give us a feeling of elation by dashing the kid's hopes and then restoring them.<br /><br />Schmaltz and predictability unite at the end as the statue of the Postman is revealed. I sat thinking, ""Please don't tell me they're going to show the statue and then cut back to the scene with the cutesy kid. Surely that is too saccharine, too obvious for even this movie."" Then, alas, the music swelled and we did indeed cut back to the dreaded little boy smiling as his letter to his maiden aunt is whisked away, and I held my head in my hands and thought, ""Somebody shoot me."" It felt like having thirty pounds of apple pie rammed down my throat.<br /><br />Gen. Bethlehem is a more humanized villain than normal. Your standard-issue post-apocalyptic villain is the meanest, toughest S.O.B. in the valley. Bethlehem is shown to be a little nothing of a man inside, who tries to make himself feel important by beating up on others. Although some menace is thereby sacrificed, Bethlehem is credible in a way most villains aren't. Unfortunately, Will Patton overacts. And although we are told early on that Bethlehem utterly destroyed his last challenger in five seconds of hand-to-hand combat, Bethlehem's actual fighting skills shown at the end of the movie are absolutely ludicrous.<br /><br />The acting is otherwise pretty good. Costner has done better, but his Razzie was an overreaction. As mentioned, Olivia Williams is very impressive. Larenz Tate as Ford does a sincere and credible job. James Newton Howard's score is competent, though short of the epic standards the movie was going for. But it's not enough to save this film.<br /><br />Rating: *1/2 out of ****.",negative
"I enjoyed every moment of this beautiful film and was intrigued about this female painter I had never heard of before. So I set out exploring her life and work afterwards. As could be expected, I found out that the film was not exactly historically accurate. I was a little astounded however by the very negative comments on the film because of this inaccuracy. Come on, guys, a film isn't and shouldn't be a biography (nor a novel!). Any historical film distorts reality, because it should be a work of art in its own right. A film director is fully entitled to use elements from reality and history to create a world of his own. Artemisia is a wonderful film and I think it brought many people (including some that now give negative comments) to explore the life and work of this fascinating artist.",positive
"this was a favorite Christmas Special that I wish that they would release on vhs or dvd , since my 33 RPM got lost,and any cassettes I made are also long gone.<br /><br />I am not even a big John Denver fan but was very impressed with the music , which was mostly traditional favorites with a muppet spin ( esp Little St. Nick ! ) It also contained a few little known songs ( original ? ).<br /><br />Even though it was done at the end of the '70's this show had a timeless feel to it. Hoping to find a copy soon !!!",positive
"This stuffy melodrama is quite easily the worst film starring Ingrid Bergman that I've seen. Even her luminous screen presence can't save this insufferably slow and meandering movie that's nearly impossible to sit through without fast-forwarding a lot of it.<br /><br />Only for die-hard Bergman fans; others are very likely to fall asleep. I suggest you to watch ""For Whom the Bell Tolls"" instead.",negative
"This is one of the best and moodiest Vampire Tales ever! I love this movie really. The character are great, even the locations and the story. Indeed the Picture isn't a big budget production, but it is absolutely worth seeing.<br /><br />OK there are some faults (especially the Names of the Castle and the Locations) in this movie, but such mistakes are typically and are almost in every Horror Movie.<br /><br />The scenery fits perfect to the story and is close to reality,I can say that honest, because I visit them once when I was in Romania in my Vacations.<br /><br />In my opinion this is the Best Part of the Subspecies Series.",positive
"I can not believe such slanted, jingoistic material is getting passed off to Americans as art house material. Early on, from such telling lines like ""we want to make sure they are playing for the right team"" and manipulative framing and lighting, A Love Divided shows it's true face. The crass manner in which the Irish Catholics are shown as hegemonic, the Protestants as peaceful and downtrodden, is as poor a representation of history as early US westerns that depict the struggle between cowboys and American Indians. The truth of the story is distorted with the stereotypes and outright vilification of the Irish Catholics in the story; a corruption admitted by the filmmakers themselves! It is sad that people today still think that they can win moral sway by making a film so easily recognized for it's obvious intent, so far from attempting art. This film has no business being anywhere in any legitimate cinema or library.",negative
